latitude,longitude,altitude,geometry,coordinates,@id,addr:city,addr:city:en,addr:country,addr:postcode,addr:street,amenity,building,building:levels,name,office,addr:housenumber,contact:phone,cuisine,designation,email,internet_access,name:en,operator,phone,website,wheelchair,addr:housename,alt_name,int_name,addr:street:en,layer,outdoor_seating,smoking,payment:american_express,payment:coins,payment:diners_club,payment:maestro,payment:mastercard,payment:notes,payment:visa,fax,takeaway,roof:shape,tourism,name:nl,name:tr,shop,delivery,capacity,is_in,old_name,name:mk,leisure,microbrewery,nam:en,wheelchair:description,level,sells:ice_cream,opening_hours:covid19,internet_access:fee,payment:visa_electron,description,addr:housename:en,payment:debit_cards,kitchen,air_conditioning,image,reservation,start_date,diet:vegan,phone:1,phone:2,payment:cash,payment:credit_cards,diet:sugar_free,diet:vegetarian,changing_table,changing_table:fee,toilets,toilets:access,toilets:wheelchair,entrance,opening_hours
41.9973163,21.434577,,Point,,node/4126731965,,,,,,restaurant,,,Sky ресторанот,,,,international,,,,Sky Restaurant,Hotel Stone Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9933026,21.4300742,,Point,,node/4149490289,Скопје,,,1000,Македонија,restaurant,,,Amigos Мексиканска Кантина,,11,,mexican,,info@amigos.com.mk,,Amigos Mexican Cantina,,+389 71 230314,http://www.amigos.com.mk/,yes,,,,,,yes,outside,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 08:00-24:00, Fr,Sa 08:00-01:00, Su 10:00-24:00"
41.9955972,21.4338587,,Point,,node/4195733217,Cкoпje,Skopje,MK,1000,Кеј 13 Ноември,restaurant,,,Соул кичен,,,,international,,,,Soul-Kitchen,Soul-Kitchen,,,,Gradski Trgovski Centar Skopje,,,Kay 13th November,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 08:00-24:00, Fr,Sa 08:00-01:00, Su 10:00-24:00"
42.0229923,21.4307185,,Point,,node/4239053639,,,,,,restaurant,,,Beta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9495659,21.4212497,,Point,,node/4253210327,,,,,,restaurant,,,Мулино Гарден,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9969599,21.4160063,,Point,,node/4275843195,,,,,,restaurant,,,Лавче,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0030463,21.4002154,,Point,,node/4302211290,,,,,,restaurant,,,Бабе,,,,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9915744,21.4655483,,Point,,node/4318400296,,,,,Булевар АСНОМ,restaurant,,,Златна вилушка,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0034137,21.3986642,,Point,,node/4327921318,,,,,,restaurant,,,Thong Thai,,,,thai,,,,,Thong Thai,+38971661234,,,,,,,,,outside,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,Sa-Su 10:00-01:00
41.9927317,21.4301208,,Point,,node/4346542839,,,,,,restaurant,,,"Lounge Bar & Restaurant ""Square 21""",,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9788465,21.4826074,,Point,,node/4355675606,,,,,,restaurant,,,Ресторан Златник,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9953546,21.3679919,,Point,,node/4406532855,,,,,,restaurant,,,Вила Веранда,,,,local,,,,Vila Veranda,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9883207,21.4520843,,Point,,node/4407370494,,,,,,restaurant,,,еквестријан,,,,,,,wlan,equestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,еквестријан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9996618,21.4362461,,Point,,node/4436518191,,,,,,restaurant,,,Kaj Serdarot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaj Cerdarot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9996701,21.436081,,Point,,node/4436534289,,,,,,restaurant,,,Destan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Destan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9994953,21.4355402,,Point,,node/4436534489,,,,,,restaurant,,,Австриска палта,,,,,,,,Austrian Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austrian Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9864102,21.5888229,,Point,,node/4457471314,,,,,,restaurant,,,Royal Food Zlate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,,,,,,,,,,,,,,,,,,
41.9949989,21.4355402,,Point,,node/4459578969,Cкoпje,Skopje,MK,1000,Кеј 13 Ноември,restaurant,,,Амика,,,,international,,,,,,,,,Gradski Trgovski Centar Skopje,,Amica,Kay 13th November,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0059792,21.427293,,Point,,node/4471884330,,,,,,restaurant,,,Four,,,,international;italian;fish,,,wlan,,Hotel Park Spa,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
41.995703,21.4335119,,Point,,node/4481662566,,,,,,restaurant,,,Дион,,,,italian,,,,,,,,,,,Dion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0045887,21.3936186,,Point,,node/4491144570,Cкoпje,,,1000,Никола Русински,restaurant,,,Ресторан Буре Срна,,,,regional;international;barbecue,,,wlan,Restaurant Bure Srna,,+38923066676,https://buresrna.mk/,,,,,,,yes,outside,,,,,,,,,yes,,,,,,,,,,,,,,,,,same,,,,,,,yes,https://scontent.fskp2-1.fna.fbcdn.net/v/t1.6435-9/254432038_112012584617159_9006799328489950254_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=09cbfe&_nc_ohc=hMgZ3S6wc48AX_KXprI&_nc_ht=scontent.fskp2-1.fna&oh=42c7afe4f9d7cb3a15bb41cb20cafc03&oe=61AE29FC,yes,2000,,,,,,,,,,,,,,Mo-Su 08:00-00:00
42.0030521,21.4648097,,Point,,node/4552084306,,,,,,restaurant,,,Кај Тоше на Ќоше,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9932328,21.5078989,,Point,,node/4650542892,,,,,Париска Комуна,restaurant,,,Гостилница Софра,,,,,,,,Gostilnica Sofra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9951884,21.5099084,,Point,,node/4650625589,,,,,,restaurant,,,Пицерија Кремисимо,,,,,,,,Picerija Kremisimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9978436,21.4600445,,Point,,node/4720703993,,,,1000,,restaurant,,,Dojrana Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дојрана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0123976,21.4451457,,Point,,node/4935294926,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9913259,21.4640869,,Point,,node/4976334922,,,,,,restaurant,,,Т'га за југ,,,,,,,,T'ga za jug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Т'га за југ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9988648,21.4238693,,Point,,node/4982232721,,,,,,restaurant,,,,,,,,,,,BistRaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Mo-Fr 12:00-20:00
42.0195979,21.4412533,,Point,,node/4990142138,,,,,Ресенска,restaurant,,,Бизнис,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Бизнис,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0039853,21.4280925,,Point,,node/5019758021,,,,,,restaurant,,,Парк,,,,,,,,Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0005946,21.4191901,,Point,,node/5033108253,Cкoпje,,,1000,Радњанска,restaurant,,,Кантина,,4,,burger;coffee_shop;sandwich;ice_cream,,,,,,,,,,,,,,yes,outside,,,,,,,,,yes,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday- Satudray 09:00-24:00
42.0353232,21.404415,,Point,,node/5064700321,Визбегово,,,,Ul Качанички пат,restaurant,,,Аликас,,148,,,,,,Alikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аликас,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9914306,21.4633394,,Point,,node/5072397092,,,,,,restaurant,,,Пицерија Фамилија,,,,,,,,Pizza Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9908973,21.316191,,Point,,node/5074216083,,,,,,restaurant,,,Er & Bi,,,,,,contact@erbi.com.mk,,,,,www.erbi.com.mk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+389 71 20 20 01,+389 71 20 20 02,,,,,,,,,,,
42.0068376,21.3328887,,Point,,node/5101621121,,,,1000,Булевар Ѓорче Петров,restaurant,,,,,,,,,,wlan,GARDEN,,+389 78 239 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-00:00
41.9150979,21.5712443,,Point,,node/5123724239,,,,,,restaurant,,,Грин Вилиџ,,,,,,,,Green Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-23:00
41.9948346,21.4277405,,Point,,node/5131832941,Cкoпje,,,1000,Даме Груев,restaurant,,,7 Скара Ресторан,,7,,grill,,info@7.mk,,7 Grill Restaurant,,+38923224000,http://7.mk/skara-restoran/,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 08:00-24:00; Sa 08:00-01:00
41.9899769,21.4492023,,Point,,node/5160613722,Cкoпje,,,1000,Булевар Кузман Јосифовски Питу,restaurant,,,Мезе Бар,,15,,,,,wlan,Meze Bar,,+38926121214,https://www.facebook.com/mezebarskopjanka/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,Fr-Su 08:00-01:00; Su 08:00-17:00; Mo-Th 08:00-00:00
42.0084679,21.3678533,,Point,,node/5184727125,,,,1000,Булевар Ѓорче Петров,restaurant,,,Ubac,,2,,,,,wlan,,,+38972555005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9916485,21.4223088,,Point,,node/5224224121,,,,1000,,restaurant,,,Gostilnica Gurman,,,,,,ristovskidac@yahoo.com,wlan,guest house Gurman,,+38923176200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-22:00
41.9868025,21.4193986,,Point,,node/5246219203,,,,,,restaurant,,,Баба Цана,,,,macedonian,,,,Baba Cana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0044372,21.3931934,,Point,,node/5268700370,Cкoпje,,,1000,Никола Русински,restaurant,,,Pizza Jakomo,,15,,pizza,,,,,,+37976338668;+38978338668,http://www.pizzajakomo.com/,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9913338,21.4276864,,Point,,node/5289706561,,,,,,restaurant,,,Star Ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0005187,21.4149006,,Point,,node/5292130848,,,,,,restaurant,,,Fitness house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9837709,21.4808444,,Point,,node/5467884712,,,,,,restaurant,,,Segreto Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9995926,21.4366123,,Point,,node/5548809221,,,,,,restaurant,,,кај сердарот,,,,local;barbecue,,,,Kaj Serdarot,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9729164,21.4565032,,Point,,node/5561692079,,,,,,restaurant,,,Тарапана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0013292,21.4205747,,Point,,node/5572053321,,,,1000,Живко Чинго,restaurant,,,Дебар Маало,,,,chicken;diner;beef_bowl;american;ice_cream;local;tea;pizza;burger;cake;pasta;french;italian_pizza;seafood;crepe;pancake;sandwich;coffee_shop;balkan;mediterranean;croatian;fish;kebab;breakfast;grill,,,wlan,Debar Maalo,,+38976219654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Su-Th 08:00-00:30; Fr-Sa 08:00-01:00
42.0023813,21.4235595,,Point,,node/5624670966,,,,1000,Булевар Илинден,restaurant,,,МЦМ Мезе Бар,,80,,balkan,,mezebarmcm@gmail.com,wlan,MCM Meze Bar,,+38970250420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/7
42.0028235,21.4239655,,Point,,node/5624682355,,,,,,restaurant,,,Костарика,,,,,,,,Kostarika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.003366,21.4242333,,Point,,node/5624682356,,,,,,restaurant,,,Калабалак,,,,,,,,Kalabalak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Скала,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0028813,21.4240111,,Point,,node/5624682357,,,,,,restaurant,,,Старо Скупи,,,,,,,,Staro Skupi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0030128,21.4240218,,Point,,node/5624682358,,,,,,restaurant,,,Занзибар,,,,pizza,,,,Zanzibar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0013712,21.4210921,,Point,,node/5626432520,,,,,,restaurant,,,Идадија,,,,,,,,Idadija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.001453,21.4214837,,Point,,node/5626433431,,,,,,restaurant,,,Наџак,,,,,,,,Nadzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0010941,21.4206632,,Point,,node/5626433457,,,,,,restaurant,,,Zing,,,,,,,,Fruti Di Mare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0007591,21.420049,,Point,,node/5626433480,,,,,,restaurant,,,Дебар Маало,,,,,,,,Gostilnica Ilinden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0014888,21.4208615,,Point,,node/5626433502,,,,,,restaurant,,,Кај Перо,,,,,,,,Kaj Pero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9990664,21.4236496,,Point,,node/5692608680,,,,,,restaurant,,,Gostilnica Estel,,,,kebab,,,,,Estel,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0063483,21.3740403,,Point,,node/5770427174,,,,,,restaurant,,,Aleksandrija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9995917,21.4361151,,Point,,node/5789449053,,,,,,restaurant,,,СНОШТИ МИНАВ,,,,local,,,wlan,SNOSTI MINAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9392561,21.5161585,,Point,,node/5798861909,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.995288,21.4367281,,Point,,node/5807750050,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0009079,21.4200655,,Point,,node/5813417254,,,,1000,Живко Чинго,restaurant,,,"Кафана ""Дебар Маало""",,,,savory_pancakes;german;chicken;diner;american;local;barbecue;tea;fine_dining;cake;pasta;international;french;greek;seafood;fish_and_chips;pancake;sandwich;coffee_shop;balkan;mediterranean;croatian;ramen;turkish;fish;kebab;grill,,,wlan,"Kafana ""Debar Maalo""",,+38971279660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Mo-Th 08:00-00:00; Fr-Su 08:00-01:00
42.0031615,21.4001853,,Point,,node/5840484087,,,,,,restaurant,,,Буре,,,,macedonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0002786,21.4371953,,Point,,node/6032865286,,,,,,restaurant,,,Pçela,,,,barbecue;local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0021215,21.4378319,,Point,,node/6054048486,,,,,,restaurant,,,,,,,,,,,Bratstvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0037034,21.4154682,,Point,,node/6054048696,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9972228,21.4228991,,Point,,node/6054048700,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9995711,21.4356281,,Point,,node/6054048705,,,,,,restaurant,,,Austrian Palace,,,,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-24:00
41.9946111,21.4207756,,Point,,node/6054050086,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9947932,21.4135121,,Point,,node/6054050099,,,,,,restaurant,,,Воденица,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9986877,21.4142348,,Point,,node/6054050786,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9959518,21.4199442,,Point,,node/6102488864,,,,,,restaurant,,,Restoran Frosina,,,,local,,,,,,,,,,Gostilnica Frosina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9927293,21.4652984,,Point,,node/6145435980,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9826324,21.4520444,,Point,,node/6268687385,,,,,,restaurant,,,Gala Kujna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0365961,21.4462164,,Point,,node/6275187295,,,,,,restaurant,,,EZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0127048,21.4100468,,Point,,node/6278471769,,,,,,restaurant,,,Меана Б Јавор Мрзенци,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0277395,21.4409393,,Point,,node/6385566985,,,,,,restaurant,,,,,,,,,,,Restaurant ABC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9996644,21.4362086,,Point,,node/6386335236,,,,,,restaurant,,,Kaj Гоце,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9856161,21.4670662,,Point,,node/6405264185,,,,1000,,restaurant,,,"Пицерија ""Дени""",,,,pizza,,,,"Pizza ""Deni""",,+38976346201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0025666,21.4383067,,Point,,node/6514996385,,,,,,restaurant,,,,,,,,,,wlan,Kosmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-22:00
41.9819646,21.4681708,,Point,,node/6586691822,,,,,,restaurant,,,La Pizza,,,,,,,,,,+38972575756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.999319,21.4360459,,Point,,node/6781335887,,,,,,restaurant,,,Kebapčilinica Rio,,,,,,,,Grill House Rio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0018869,21.4383639,,Point,,node/6781337085,,,,,,restaurant,,,,,,,,,,,Gjeltoria Palas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9995518,21.4131738,,Point,,node/6788977446,,,,,Франклин Рузвелт,restaurant,,,Vega,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0015097,21.4381319,,Point,,node/6796436088,,,,,,restaurant,,,Сараево,,,,,,,,Saraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:30-19:00
42.0006226,21.4364213,,Point,,node/6814231688,,,,,,restaurant,,,Tako mako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0003594,21.4372514,,Point,,node/6814231700,,,,,,restaurant,,,Ohrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9969456,21.4285563,,Point,,node/6814231702,,,,,,restaurant,,,Markt kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0002543,21.4374652,,Point,,node/6814231793,,,,,,restaurant,,,Sac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0019483,21.4224937,,Point,,node/6814236587,,,,,,restaurant,,,Skopsko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.002112,21.4385882,,Point,,node/6814236621,,,,,,restaurant,,,Palas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0017089,21.4219242,,Point,,node/6814245589,,,,,,restaurant,,,Schpajs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Шпајз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0005272,21.436443,,Point,,node/6814246691,,,,,,restaurant,,,Don Giovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9999786,21.4373399,,Point,,node/6814246724,,,,,,restaurant,,,Concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9982749,21.4283051,,Point,,node/6814246726,,,,,,restaurant,,,Море Маниа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0016292,21.4382061,,Point,,node/6815434686,,,,,,restaurant,,,Plaset,,,,,,,,Restoran Saraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-02:00
41.9967339,21.4229663,,Point,,node/6815434689,,,,,,restaurant,,,,,,,,,,,Toto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9971719,21.4086507,,Point,,node/6815434691,,,,,,restaurant,,,Млечен Бар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.002027,21.4384905,,Point,,node/6815434692,,,,,,restaurant,,,,,,,,,,,Teteks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9945241,21.4244578,,Point,,node/6815454785,,,,,,restaurant,,,Букет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9963262,21.4243264,,Point,,node/6815918386,,,,,,restaurant,,,Mosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0026188,21.4186405,,Point,,node/6815931392,,,,,,restaurant,,,Metzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
